# Wahner etal, J.Phys.Chem.91, 2734(1987)
#
#           cross section (cm^2) at T(K)
#lambda   204       296       378
# nm  		            
335.07  3.654e-18 3.144e-18 2.973e-18
335.29  3.733e-18 3.289e-18 3.124e-18
335.50  4.381e-18 4.045e-18 3.772e-18
335.72  7.396e-18 6.945e-18 6.020e-18
335.93  1.303e-17 1.066e-17 8.244e-18
336.15  1.403e-17 1.121e-17 8.635e-18
336.36  1.247e-17 1.077e-17 8.653e-18
336.58  1.164e-17 1.051e-17 8.606e-18
336.79  1.011e-17 9.435e-18 7.977e-18
337.00  7.927e-18 7.941e-18 7.082e-18
337.22  5.981e-18 6.569e-18 6.188e-18
337.43  4.532e-18 5.394e-18 5.407e-18
337.65  3.543e-18 4.494e-18 4.750e-18
337.86  2.830e-18 3.769e-18 4.205e-18
338.08  2.332e-18 3.335e-18 3.926e-18
338.29  2.096e-18 3.179e-18 3.840e-18
338.50  1.886e-18 2.915e-18 3.607e-18
338.72  1.654e-18 2.610e-18 3.341e-18
338.93  1.535e-18 2.403e-18 3.147e-18
339.15  1.514e-18 2.241e-18 2.944e-18
339.36  1.441e-18 2.019e-18 2.706e-18
339.58  1.337e-18 1.821e-18 2.500e-18
339.79  1.293e-18 1.687e-18 2.328e-18
340.01  1.356e-18 1.660e-18 2.250e-18
340.22  1.715e-18 1.923e-18 2.389e-18
340.43  2.408e-18 2.318e-18 2.571e-18
340.65  2.597e-18 2.381e-18 2.582e-18
340.86  2.477e-18 2.351e-18 2.568e-18
341.08  2.476e-18 2.374e-18 2.565e-18
341.29  2.429e-18 2.337e-18 2.526e-18
341.51  2.479e-18 2.412e-18 2.574e-18
341.72  3.046e-18 2.966e-18 2.976e-18
341.93  4.328e-18 3.816e-18 3.497e-18
342.15  4.907e-18 4.138e-18 3.694e-18
342.36  4.809e-18 4.198e-18 3.785e-18
342.58  4.851e-18 4.372e-18 3.973e-18
342.79  5.292e-18 4.915e-18 4.452e-18
343.01  7.337e-18 7.049e-18 6.148e-18
343.22  1.239e-17 1.080e-17 8.597e-18
343.43  1.488e-17 1.210e-17 9.390e-18
343.65  1.369e-17 1.173e-17 9.388e-18
343.86  1.255e-17 1.133e-17 9.306e-18
344.08  1.115e-17 1.039e-17 8.761e-18
344.29  8.994e-18 8.911e-18 7.882e-18
344.51  6.874e-18 7.443e-18 6.966e-18
344.72  5.218e-18 6.132e-18 6.086e-18
344.94  3.997e-18 5.081e-18 5.338e-18
345.15  3.134e-18 4.243e-18 4.691e-18
